,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,148.277847,18.859501,685.708692,5.966026,11.751247,28.08036,4819.640479,6.427713
post,58,57.748508,18.449384,131.942201,2.73899,10.976653,32.643264,642.768334,3.657102
pre,34,66.116762,19.692473,170.205636,6.844275,14.082443,32.973015,983.65045,4.860263
