,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.075746,0.045842,0.059506,0.004255,0.03693,0.123007,0.160253,0.313793
post,7,0.059134,0.038788,0.048551,0.00348,0.021216,0.108411,0.112413,0.148729
pre,6,0.059011,0.046071,0.043177,0.006264,0.034717,0.093413,0.115533,0.299881
