,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.40215,0.40215,,0.40215,0.40215,0.40215,0.40215,
post,2,0.491549,0.491549,0.14149,0.391501,0.441525,0.541573,0.591597,0.0
