,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,0.434237,0.284487,0.568726,0.061385,0.150786,0.384281,2.221005,2.625908
post,17,0.293325,0.203942,0.235082,0.018876,0.089537,0.500891,0.788249,0.575474
pre,10,0.561143,0.239265,0.866516,0.122907,0.208116,0.439093,2.996764,2.54719
