,Group,Threshold ratio,N above,% above,N total
0,in,0.01,2,100.0,2
1,in,0.05,0,0.0,2
2,in,0.1,0,0.0,2
3,in,0.2,0,0.0,2
4,post,0.01,2,100.0,2
5,post,0.05,0,0.0,2
6,post,0.1,0,0.0,2
7,post,0.2,0,0.0,2
8,pre,0.01,2,100.0,2
9,pre,0.05,0,0.0,2
10,pre,0.1,0,0.0,2
11,pre,0.2,0,0.0,2
