,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,1.240682,0.115363,2.306286,0.03253,0.075505,1.28054,4.699474,1.153424
post,5,1.053734,0.1241,2.129945,0.03428,0.122389,0.124634,4.863265,1.498752
pre,3,1.360582,0.092332,2.249382,0.031704,0.062018,2.02502,3.957709,0.706529
