,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,40.631622,25.696841,36.472317,16.27416,21.60333,44.725133,94.858647,1.093727
post,5,46.995462,24.404541,58.391466,8.971666,15.661813,36.0792,149.860092,1.389693
pre,3,29.93646,26.304629,12.349174,19.810455,23.057542,34.999462,43.694294,0.493557
