,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,1.178483,1.140962,0.262743,0.936518,1.03874,1.299466,1.45797,0.257
post,3,1.191129,1.079626,0.294362,0.968808,1.024217,1.302289,1.524952,0.596042
pre,3,1.153079,1.176967,0.270443,0.871484,1.024226,1.293876,1.410785,-0.16101
