,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,32,1.297934,0.5466,3.2539,0.117115,0.397092,1.247083,18.942677,5.211848
post,42,1.778805,0.591276,4.795135,0.043328,0.398565,1.510875,31.320756,5.771173
pre,25,0.891736,0.683031,0.633659,0.182136,0.468545,1.158614,2.798568,1.278037
