,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,0.650849,0.675908,0.169934,0.29554,0.610976,0.760896,0.886172,-0.894945
post,17,0.602185,0.650683,0.202404,0.275433,0.380418,0.772328,0.863566,-0.323717
pre,10,0.653869,0.733438,0.234421,0.318017,0.434012,0.843754,0.922936,-0.417877
