,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.422721,0.405758,0.265248,0.166361,0.28606,0.550901,0.696044,0.117004
post,1,0.240197,0.240197,,0.240197,0.240197,0.240197,0.240197,
pre,1,0.294564,0.294564,,0.294564,0.294564,0.294564,0.294564,
