,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,92,5.7e-05,2.7e-05,0.000127,-6.6e-05,6e-06,6.3e-05,0.000844,4.980758
post,95,5.8e-05,2.5e-05,0.000117,-1.4e-05,3e-06,6.4e-05,0.000849,4.73377
pre,73,9e-06,7e-06,3.5e-05,-0.000209,0.0,1.8e-05,0.000125,-2.845942
