,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,12,0.656991,0.676469,0.175035,0.283367,0.610258,0.797285,0.844718,-0.924661
post,17,0.598283,0.684474,0.205694,0.249841,0.415945,0.769021,0.843167,-0.405245
pre,8,0.562524,0.546642,0.225885,0.224704,0.405839,0.756687,0.836402,-0.064057
