,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.65334,0.773833,0.28135,0.236558,0.606721,0.820452,0.829136,-1.072981
post,5,0.556044,0.704298,0.270146,0.261804,0.261956,0.771572,0.780588,-0.373111
pre,3,0.724862,0.765419,0.090199,0.621503,0.693461,0.776541,0.787663,-0.659036
