,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.560968,0.494565,0.272388,0.195207,0.367844,0.732563,1.147903,0.762747
post,22,0.60824,0.500006,0.353019,0.252516,0.37522,0.741518,1.71626,1.751437
pre,11,0.568441,0.494956,0.205856,0.336383,0.409693,0.730278,0.926851,0.45099
