,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,8,0.053039,0.011876,0.080139,4.1e-05,0.004087,0.064125,0.196591,1.146315
post,13,0.099336,0.000583,0.170538,5.8e-05,0.000153,0.11014,0.477854,1.521375
pre,4,0.002746,0.001182,0.003925,8.3e-05,0.000472,0.003457,0.008538,1.047899
