,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.318931,0.318931,0.044801,0.287251,0.303091,0.33477,0.35061,-0.0
post,2,0.318401,0.318401,0.075305,0.265152,0.291777,0.345025,0.37165,0.0
pre,1,0.464517,0.464517,,0.464517,0.464517,0.464517,0.464517,
