,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,16.959029,15.715689,8.271064,9.87933,10.994719,18.985986,33.156771,1.139812
post,7,16.656918,16.091273,6.205321,8.127161,13.369183,18.957251,27.72712,0.531252
pre,6,15.237987,13.961214,3.534872,12.025939,12.784913,16.981174,21.098917,0.797831
