,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,52,1.9e-05,1e-05,2.7e-05,-2e-05,0.0,2.6e-05,0.000134,1.975872
post,60,1.5e-05,6e-06,2.7e-05,-4.9e-05,1e-06,2e-05,0.000127,1.707753
pre,42,2e-06,2e-06,1.1e-05,-2e-05,-1e-06,4e-06,5.1e-05,2.231381
