Group,Daily Seasonality (md),Weekly Seasonality (md),Slope (md),Volatility (md),% Increasing,% Stable,% Decreasing,Residuals CV (md),Extreme ratio (md),Kurtosis (md)
in,0.6616,0.7323,3.4e-05,0.4105,80.0,0,20.0,0.7374,0.03,14.2828
post,0.6323,0.7593,1.5e-05,0.3287,71.4,0,28.6,0.4671,0.0271,16.0761
pre,0.6257,0.7261,6e-06,0.4096,75.0,0,25.0,0.6728,0.029,19.7704
