,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,3.4e-05,3.4e-05,,3.4e-05,3.4e-05,3.4e-05,3.4e-05,
post,1,2e-06,2e-06,,2e-06,2e-06,2e-06,2e-06,
pre,1,8e-06,8e-06,,8e-06,8e-06,8e-06,8e-06,
