,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,0.605061,0.550761,0.193564,0.280006,0.489891,0.775138,0.904017,0.042837
post,27,0.594724,0.618875,0.195691,0.263471,0.466762,0.753444,0.96005,-0.176889
pre,16,0.609865,0.626745,0.212111,0.295284,0.465081,0.799321,0.925945,-0.032665
