,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,47,0.130756,0.039551,0.255066,0.0,0.009658,0.08567,1.207317,2.983604
post,57,0.15011,0.03373,0.256149,0.0,0.005576,0.182761,1.413577,2.923202
pre,38,0.239773,0.109786,0.328121,0.0,0.016887,0.407783,1.602382,2.246196
