,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.540655,0.453846,0.164405,0.43785,0.445848,0.592057,0.730268,0.699583
post,3,0.509914,0.451038,0.175864,0.371042,0.41104,0.57935,0.707663,0.546103
pre,1,0.470284,0.470284,,0.470284,0.470284,0.470284,0.470284,
