,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,83,0.231149,0.195144,0.183297,0.0,0.087078,0.317812,0.830147,0.968263
post,98,0.266847,0.210524,0.233797,0.0,0.078541,0.382541,1.242815,1.282958
pre,49,0.33481,0.266882,0.259193,0.001766,0.131564,0.485056,1.123968,0.993357
