,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,2.4e-05,8e-06,3.4e-05,-4e-06,2e-06,3.1e-05,9.5e-05,1.39955
post,7,3e-06,2.6e-05,4.2e-05,-8.5e-05,-5e-06,2.6e-05,4e-05,-1.42201
pre,6,1.1e-05,4e-06,1.8e-05,-1e-06,1e-06,1e-05,4.6e-05,1.547543
