,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,24,49.152495,20.332294,64.331068,4.933858,10.166716,61.970607,287.174947,2.342362
post,33,89.574161,20.769987,166.411613,2.264609,12.956018,34.739595,747.044903,2.610119
pre,15,221.506183,16.098747,720.039573,3.512803,10.930458,54.73367,2820.458078,3.456956
