,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,11.16335,11.16335,,11.16335,11.16335,11.16335,11.16335,
post,1,17.939418,17.939418,,17.939418,17.939418,17.939418,17.939418,
pre,1,8.619574,8.619574,,8.619574,8.619574,8.619574,8.619574,
