,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,2.1e-05,2.2e-05,7e-06,1.4e-05,1.8e-05,2.5e-05,2.8e-05,-0.126179
post,4,0.023835,0.015735,0.030507,2e-06,6.1e-05,0.039509,0.063869,0.510409
pre,2,0.000118,0.000118,0.000149,1.2e-05,6.5e-05,0.00017,0.000223,0.0
