Model,MAE,RMSE,MAPE(%),sMAPE(%)
Naive,0.06370607962717666,0.08200289182592102,16.478045639702295,18.739914565999204
Seasonal Naive (365d),0.033778852814435156,0.047294562065638236,9.250158975892129,9.715094105713163
Rolling Mean (7d),0.08175351278129286,0.0985368080763888,21.50649869893109,25.078651563046378
SARIMA,0.10221970489837125,0.11555528084492939,27.687874354787528,33.12266510417462
Ridge (calendar only),0.03956125107578105,0.04879216455443304,10.926036168143288,11.795657255309473
Random Forest (calendar only),0.0417238140525495,0.05007703844400272,11.718054080182345,12.66981902862138
LSTM v2 (no history),0.0173261843156814,0.022483123627147134,4.924958703679528,4.95272321567281
N-BEATS v2 (no history),0.017237740975362577,0.022951678748157265,4.810423240485625,4.782632357404603
Hybrid v2 (no history),0.034623946922943356,0.0451510503042575,9.652229209368405,10.05136415131423
