seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
67,Vitoria-Gasteiz,N-BEATS v2,0.015133496309458655,0.02049619557352857,5.212676805336488,2.7
67,Vitoria-Gasteiz,LSTM v2,0.025063879074930448,0.03205982286130433,8.436059865256215,8.9
67,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
67,Vitoria-Gasteiz,Random Forest,0.015450314270636407,0.021648179832372154,5.423311310230596,0.3
67,Donostia/San Sebastian,N-BEATS v2,0.015671820959323093,0.020397276970970258,4.104520967056063,4.8
67,Donostia/San Sebastian,LSTM v2,0.020766810598941986,0.02792383228258808,5.257812192841875,6.2
67,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
67,Donostia/San Sebastian,Random Forest,0.01275104373664505,0.018960774134875184,3.2455397534123165,0.4
67,Pamplona/Iruna,N-BEATS v2,0.018045145533881597,0.023857775297025947,5.072585860681695,3.1
67,Pamplona/Iruna,LSTM v2,0.021818941743002095,0.028071391029587865,6.159390456923037,7.0
67,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
67,Pamplona/Iruna,Random Forest,0.016527312945645852,0.02278182548532987,4.684606406703508,0.3
