seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
5,Vitoria-Gasteiz,N-BEATS v2,0.014754711963694933,0.020103962924689717,5.098194064204894,6.4
5,Vitoria-Gasteiz,LSTM v2,0.02366949014597575,0.030111927108129943,8.12578042197983,14.5
5,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
5,Vitoria-Gasteiz,Random Forest,0.015431979563097997,0.021478613585125126,5.403769246288482,0.4
5,Donostia/San Sebastian,N-BEATS v2,0.013668236920883928,0.018421014388152187,3.5049403896116034,8.0
5,Donostia/San Sebastian,LSTM v2,0.021066029507155352,0.029265411878375433,5.237613068329093,7.4
5,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
5,Donostia/San Sebastian,Random Forest,0.01288105435674872,0.019132579387585138,3.278095688706438,0.4
5,Pamplona/Iruna,N-BEATS v2,0.01723218213115016,0.023022164457570757,4.8632220455357045,4.1
5,Pamplona/Iruna,LSTM v2,0.020220992670228567,0.025844798974910894,5.73603381465355,6.8
5,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
5,Pamplona/Iruna,Random Forest,0.016300910250479205,0.022660877003156013,4.622681793231892,0.4
