seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
0,Vitoria-Gasteiz,N-BEATS v2,0.01428988875281325,0.019628573202722686,4.9060767834565935,5.9
0,Vitoria-Gasteiz,LSTM v2,0.023657624740120363,0.030051725729673788,8.123732591608828,10.4
0,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
0,Vitoria-Gasteiz,Random Forest,0.0153931318535096,0.02146873776744477,5.406558969496142,0.4
0,Donostia/San Sebastian,N-BEATS v2,0.013834735927274562,0.018787645140922776,3.549445887745136,6.8
0,Donostia/San Sebastian,LSTM v2,0.02041367425654622,0.027629245615652755,5.140260692496489,9.0
0,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
0,Donostia/San Sebastian,Random Forest,0.012829721194257113,0.019035485266910405,3.26525806225453,0.4
0,Pamplona/Iruna,N-BEATS v2,0.016742264559010008,0.022713065470808924,4.69712045018018,5.7
0,Pamplona/Iruna,LSTM v2,0.020206112995173654,0.0255939568267604,5.792427310009836,7.5
0,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
0,Pamplona/Iruna,Random Forest,0.016323332862668915,0.02259705757522321,4.627278373069907,0.4
