seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
7,Vitoria-Gasteiz,N-BEATS v2,0.015761558568913703,0.020683457764201805,5.518896236399084,4.7
7,Vitoria-Gasteiz,LSTM v2,0.026390853545278647,0.03434521228445264,8.793494502818993,10.3
7,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
7,Vitoria-Gasteiz,Random Forest,0.015409715878164906,0.021634705264336716,5.4063075746023745,0.4
7,Donostia/San Sebastian,N-BEATS v2,0.01448267289022014,0.019673963879722832,3.719809966359687,10.3
7,Donostia/San Sebastian,LSTM v2,0.021355758650093485,0.027689929430914393,5.5015583386330755,12.9
7,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
7,Donostia/San Sebastian,Random Forest,0.012880863088663624,0.01899288510701243,3.2776210435446513,0.4
7,Pamplona/Iruna,N-BEATS v2,0.01744634396119123,0.023333110704017647,4.893944198727569,5.9
7,Pamplona/Iruna,LSTM v2,0.021168942708027574,0.02676000327526881,6.039088078448349,7.2
7,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
7,Pamplona/Iruna,Random Forest,0.01651045759224892,0.022944300447119263,4.670448982950505,0.4
