seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
10,Vitoria-Gasteiz,N-BEATS v2,0.014719349688693735,0.020198580789674566,5.046343518300707,7.0
10,Vitoria-Gasteiz,LSTM v2,0.023791576250742078,0.030132956640036256,8.231631565538006,16.5
10,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
10,Vitoria-Gasteiz,Random Forest,0.01547853852921973,0.021656680112653374,5.432959444262802,0.4
10,Donostia/San Sebastian,N-BEATS v2,0.014582750324007177,0.019375256928323408,3.7436557858257427,5.7
10,Donostia/San Sebastian,LSTM v2,0.020113632800585174,0.027029100435585336,5.090994604948484,13.1
10,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
10,Donostia/San Sebastian,Random Forest,0.012787461244655093,0.018915905149693418,3.2558076235347246,0.4
10,Pamplona/Iruna,N-BEATS v2,0.017360957209377748,0.0228488920426766,4.890451529396618,5.7
10,Pamplona/Iruna,LSTM v2,0.02016527260680168,0.02602246491354252,5.7084028051818105,10.0
10,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
10,Pamplona/Iruna,Random Forest,0.01645627778600424,0.02269939221399762,4.663814546719317,0.4
