seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
78,Vitoria-Gasteiz,N-BEATS v2,0.014656480527138804,0.01997378889898136,5.0369250553441205,4.3
78,Vitoria-Gasteiz,LSTM v2,0.025868231265414966,0.03252982343807856,8.749961934274461,6.2
78,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
78,Vitoria-Gasteiz,Random Forest,0.015501130661515069,0.02159899874954731,5.43897129868902,0.3
78,Donostia/San Sebastian,N-BEATS v2,0.014236268590617003,0.018748975850703394,3.6893151445032397,5.0
78,Donostia/San Sebastian,LSTM v2,0.02122236100372735,0.02893202956108468,5.32386482478324,8.4
78,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
78,Donostia/San Sebastian,Random Forest,0.012961497146277036,0.019137515663563854,3.3020154529582033,0.3
78,Pamplona/Iruna,N-BEATS v2,0.0166401979478925,0.022272018970399907,4.692402192634647,3.1
78,Pamplona/Iruna,LSTM v2,0.020350151594301494,0.02616027824215653,5.728670654327103,7.2
78,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
78,Pamplona/Iruna,Random Forest,0.016464495951617225,0.022833171370793503,4.668508743902233,0.3
