seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
73,Vitoria-Gasteiz,N-BEATS v2,0.015251924276736203,0.020426902308768386,5.3074466912333635,4.1
73,Vitoria-Gasteiz,LSTM v2,0.02389108671729779,0.03012608231728309,8.273732801178465,8.5
73,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
73,Vitoria-Gasteiz,Random Forest,0.015445750859880163,0.02150002549582819,5.4134185933401895,0.3
73,Donostia/San Sebastian,N-BEATS v2,0.014769599984331035,0.01945062278636996,3.83207246534767,6.4
73,Donostia/San Sebastian,LSTM v2,0.020749105853218867,0.028563094846513634,5.169413728572528,5.8
73,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
73,Donostia/San Sebastian,Random Forest,0.01282447834209509,0.01895101857727978,3.2650069648541717,0.4
73,Pamplona/Iruna,N-BEATS v2,0.017297300752343155,0.023252054374950877,4.884187325273505,4.7
73,Pamplona/Iruna,LSTM v2,0.02033524930426847,0.02637517985210139,5.746132073274901,6.5
73,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
73,Pamplona/Iruna,Random Forest,0.016641683065615472,0.022974891017964637,4.7078631445885,0.3
