seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
30,Vitoria-Gasteiz,N-BEATS v2,0.01465388397219135,0.020335951832747542,5.004854453738141,5.6
30,Vitoria-Gasteiz,LSTM v2,0.025940435007480098,0.03306513228396085,8.532616301828993,9.4
30,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
30,Vitoria-Gasteiz,Random Forest,0.015542768086131758,0.02163360708956169,5.445128020216703,0.4
30,Donostia/San Sebastian,N-BEATS v2,0.015062478535521853,0.0199852492515574,3.8812763115742763,4.6
30,Donostia/San Sebastian,LSTM v2,0.02248468239842693,0.031083715212484046,5.557615328363025,5.3
30,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
30,Donostia/San Sebastian,Random Forest,0.012906345185755426,0.01902563318212157,3.28296843297395,0.4
30,Pamplona/Iruna,N-BEATS v2,0.018480856002040125,0.02426216668196773,5.191646544210823,5.7
30,Pamplona/Iruna,LSTM v2,0.02122975818468212,0.027398739237680672,5.978973898882256,8.2
30,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
30,Pamplona/Iruna,Random Forest,0.01649375160818366,0.022768755862511945,4.677154324619993,0.3
