seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
71,Vitoria-Gasteiz,N-BEATS v2,0.01477656415254999,0.020306399459076183,5.100871831681099,5.1
71,Vitoria-Gasteiz,LSTM v2,0.02578450154696939,0.03245193968539306,8.613834838605824,6.7
71,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
71,Vitoria-Gasteiz,Random Forest,0.015468377855152652,0.021530542553132262,5.420299697195461,0.4
71,Donostia/San Sebastian,N-BEATS v2,0.014378031576601513,0.019369732358128517,3.659742851440131,3.2
71,Donostia/San Sebastian,LSTM v2,0.020625572886119253,0.028013412109538418,5.161254688598228,6.0
71,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
71,Donostia/San Sebastian,Random Forest,0.012939556586049549,0.019032178671246482,3.289064836628371,0.4
71,Pamplona/Iruna,N-BEATS v2,0.018504865875956174,0.024697936051123092,5.224128914647704,4.8
71,Pamplona/Iruna,LSTM v2,0.02071667302476519,0.026811448642497637,5.883062415321801,4.7
71,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
71,Pamplona/Iruna,Random Forest,0.016514925902741846,0.02271771301406873,4.681747742133644,0.3
