seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
29,Vitoria-Gasteiz,N-BEATS v2,0.014681780302232198,0.019927001671857646,5.113633080772228,5.4
29,Vitoria-Gasteiz,LSTM v2,0.025968625206499604,0.032636466497001575,8.593028886813364,8.1
29,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
29,Vitoria-Gasteiz,Random Forest,0.01558484743908704,0.021535926465727048,5.462259623401905,0.4
29,Donostia/San Sebastian,N-BEATS v2,0.014653421870329747,0.019996012499936346,3.7406788421149266,5.2
29,Donostia/San Sebastian,LSTM v2,0.019968920232821992,0.027008054155002018,5.055355784777804,10.3
29,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
29,Donostia/San Sebastian,Random Forest,0.01277597148616982,0.018957385802216557,3.2524381388496284,0.4
29,Pamplona/Iruna,N-BEATS v2,0.017735979710157834,0.023636934655655268,4.954179139952786,4.1
29,Pamplona/Iruna,LSTM v2,0.022162841432821427,0.028562335904034016,6.226027312482705,6.8
29,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
29,Pamplona/Iruna,Random Forest,0.016271240379948846,0.022454055722394853,4.622239220054353,0.3
