seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
96,Vitoria-Gasteiz,N-BEATS v2,0.014626607835450119,0.019764134714888526,5.0715338361689195,4.2
96,Vitoria-Gasteiz,LSTM v2,0.024011848699163153,0.030288485776174337,8.225466428934048,9.4
96,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
96,Vitoria-Gasteiz,Random Forest,0.015500298186335764,0.021505519196737967,5.437329947348154,0.3
96,Donostia/San Sebastian,N-BEATS v2,0.015241160747049941,0.019763295157165572,3.9800400441846886,3.0
96,Donostia/San Sebastian,LSTM v2,0.021857296956975095,0.029652663512526302,5.508282316734325,4.5
96,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
96,Donostia/San Sebastian,Random Forest,0.01278637008862826,0.01895441531812139,3.2579054959969946,0.3
96,Pamplona/Iruna,N-BEATS v2,0.017894725509410823,0.024088685975161322,5.055745001447735,4.1
96,Pamplona/Iruna,LSTM v2,0.02113238148054743,0.026776323898977033,5.987521178514597,4.7
96,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
96,Pamplona/Iruna,Random Forest,0.0163662938680049,0.022621949222892658,4.6348362201258055,0.3
