seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
1,Vitoria-Gasteiz,N-BEATS v2,0.015736956683880844,0.02128005390649288,5.468354753624852,5.4
1,Vitoria-Gasteiz,LSTM v2,0.024404728970120724,0.03060298145466416,8.29583253641131,11.6
1,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
1,Vitoria-Gasteiz,Random Forest,0.015616682761663407,0.02162059150279519,5.480782511920824,0.5
1,Donostia/San Sebastian,N-BEATS v2,0.014112651581021684,0.019125068872728506,3.6276080100459205,8.5
1,Donostia/San Sebastian,LSTM v2,0.021752621683509117,0.029664686253331896,5.399505503539033,9.2
1,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
1,Donostia/San Sebastian,Random Forest,0.012864125460166815,0.019022811007731573,3.275632484690357,0.5
1,Pamplona/Iruna,N-BEATS v2,0.018544302920150503,0.02441494319417644,5.248473085657417,5.3
1,Pamplona/Iruna,LSTM v2,0.021089731844430342,0.026534833216561252,5.95055919454358,9.7
1,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
1,Pamplona/Iruna,Random Forest,0.016379566156209488,0.022699705613003242,4.640767135729691,0.5
