seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
6,Vitoria-Gasteiz,N-BEATS v2,0.014963583371147927,0.020057413303692512,5.258254355621536,6.6
6,Vitoria-Gasteiz,LSTM v2,0.025468646316859453,0.03229499434623993,8.58033135726686,11.8
6,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
6,Vitoria-Gasteiz,Random Forest,0.01530432280998746,0.021440647209951296,5.370038273464835,0.4
6,Donostia/San Sebastian,N-BEATS v2,0.014444695764385552,0.01910327610257205,3.7865974491543337,7.9
6,Donostia/San Sebastian,LSTM v2,0.021024372849124878,0.028294205306364995,5.314789944267185,12.9
6,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
6,Donostia/San Sebastian,Random Forest,0.012948838522982679,0.019164054204659154,3.294745814120223,0.4
6,Pamplona/Iruna,N-BEATS v2,0.017822736914790957,0.023712840255093553,5.047096239794665,6.5
6,Pamplona/Iruna,LSTM v2,0.023237632840369678,0.029788011520809506,6.5034053615520895,11.2
6,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
6,Pamplona/Iruna,Random Forest,0.016299256274146818,0.022653798036687357,4.615305282357463,0.4
