seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
25,Vitoria-Gasteiz,N-BEATS v2,0.015156635174605047,0.020343344602977865,5.301097034480376,3.9
25,Vitoria-Gasteiz,LSTM v2,0.02528616772234932,0.03188164326929691,8.662391197692063,6.8
25,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
25,Vitoria-Gasteiz,Random Forest,0.015361214093795724,0.021436225794128818,5.387973431674425,0.4
25,Donostia/San Sebastian,N-BEATS v2,0.013824605391688729,0.019036270630264734,3.5124069532786546,5.3
25,Donostia/San Sebastian,LSTM v2,0.02151367986703487,0.02946799657291237,5.360926528846434,7.3
25,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
25,Donostia/San Sebastian,Random Forest,0.012991235643052197,0.019218483406643002,3.308856634625191,0.3
25,Pamplona/Iruna,N-BEATS v2,0.018174030431182892,0.02411298576299474,5.115895183917553,3.2
25,Pamplona/Iruna,LSTM v2,0.0208941102414642,0.02726465104096941,5.853603269546881,7.5
25,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
25,Pamplona/Iruna,Random Forest,0.016491670523633387,0.022819218418597013,4.665293863343494,0.3
