seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
85,Vitoria-Gasteiz,N-BEATS v2,0.014905840870616159,0.020615123075931035,5.085914927242564,3.4
85,Vitoria-Gasteiz,LSTM v2,0.026369746625537486,0.03354343450195734,8.856540242760277,6.3
85,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
85,Vitoria-Gasteiz,Random Forest,0.01562420196636144,0.021740829047213653,5.474450228827928,0.3
85,Donostia/San Sebastian,N-BEATS v2,0.014181336986681822,0.019513094769900888,3.6379484117147114,3.5
85,Donostia/San Sebastian,LSTM v2,0.019642816635109833,0.026356781291638674,4.99630737307122,7.4
85,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
85,Donostia/San Sebastian,Random Forest,0.01302113649252595,0.019367494789669048,3.3110229128137707,0.3
85,Pamplona/Iruna,N-BEATS v2,0.0184324031634538,0.024553246215842588,5.170323734359394,3.9
85,Pamplona/Iruna,LSTM v2,0.019978689162012366,0.025686025095700966,5.701677088714234,6.1
85,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
85,Pamplona/Iruna,Random Forest,0.01620518368801405,0.022563941286139956,4.59422926312618,0.3
