seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
86,Vitoria-Gasteiz,N-BEATS v2,0.01583535153388119,0.021124210792516043,5.499622489393343,2.2
86,Vitoria-Gasteiz,LSTM v2,0.02526699537595779,0.03258207942947126,8.513010955252751,9.4
86,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
86,Vitoria-Gasteiz,Random Forest,0.015443409881593326,0.02157465999771996,5.411232696051256,0.3
86,Donostia/San Sebastian,N-BEATS v2,0.01439098881822202,0.019813572903875722,3.691712192432605,3.9
86,Donostia/San Sebastian,LSTM v2,0.021218968129951714,0.02866977726156557,5.3330224986692665,6.6
86,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
86,Donostia/San Sebastian,Random Forest,0.012992842980518813,0.01915272240744647,3.311588026030596,0.4
86,Pamplona/Iruna,N-BEATS v2,0.017455310488978092,0.023360653123517577,4.893915703034121,2.7
86,Pamplona/Iruna,LSTM v2,0.02165831579826301,0.02733434647529715,6.136937368090836,5.3
86,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
86,Pamplona/Iruna,Random Forest,0.01632852684122132,0.02263869121714124,4.627419182106405,0.3
