seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
75,Vitoria-Gasteiz,N-BEATS v2,0.015199848940781231,0.020625467021158278,5.248473060225771,3.5
75,Vitoria-Gasteiz,LSTM v2,0.024529768188153632,0.030968869279962133,8.30960652852683,7.3
75,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
75,Vitoria-Gasteiz,Random Forest,0.015467865128700915,0.0216042316373116,5.4297227829106385,0.4
75,Donostia/San Sebastian,N-BEATS v2,0.01448786361582855,0.019661882092494625,3.743300807606816,4.1
75,Donostia/San Sebastian,LSTM v2,0.02174305964860176,0.02800051716845266,5.61830363597934,13.6
75,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
75,Donostia/San Sebastian,Random Forest,0.01283356189874081,0.01902245717227555,3.2646955909975626,0.4
75,Pamplona/Iruna,N-BEATS v2,0.01662790780587946,0.022374585069499617,4.660780808325044,3.6
75,Pamplona/Iruna,LSTM v2,0.02064096783838307,0.02671925851989763,5.776903868200153,8.3
75,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
75,Pamplona/Iruna,Random Forest,0.016503825762929927,0.022836459500928073,4.674799553101304,0.3
