seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
95,Vitoria-Gasteiz,N-BEATS v2,0.015483887955448925,0.02109903222712772,5.370113907310502,2.8
95,Vitoria-Gasteiz,LSTM v2,0.023827383404267637,0.03008726377078613,8.19397173344503,8.5
95,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
95,Vitoria-Gasteiz,Random Forest,0.015409580906230395,0.021394133431272652,5.415645559500656,0.3
95,Donostia/San Sebastian,N-BEATS v2,0.01460661414400701,0.019397962204930716,3.7859244504677,3.4
95,Donostia/San Sebastian,LSTM v2,0.02121573073445821,0.02886370338150532,5.30937373302799,5.1
95,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
95,Donostia/San Sebastian,Random Forest,0.012822932957544626,0.01884029045962456,3.2704846117444473,0.3
95,Pamplona/Iruna,N-BEATS v2,0.01745591502514698,0.02343892791019653,4.893502195510072,3.4
95,Pamplona/Iruna,LSTM v2,0.020711950817951075,0.026888206683478074,5.832966010522537,5.6
95,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
95,Pamplona/Iruna,Random Forest,0.01637562041508006,0.022710740975908018,4.628032222952281,0.3
