seed,city,model,MAE,RMSE,MAPE(%),elapsed_s
16,Vitoria-Gasteiz,N-BEATS v2,0.015415897770565484,0.021130986851773614,5.2547688581208165,4.7
16,Vitoria-Gasteiz,LSTM v2,0.025207804903712626,0.03177177615339777,8.527770945998912,7.0
16,Vitoria-Gasteiz,Ridge,0.018737535501993773,0.025187523101425184,6.4263562139398696,0.0
16,Vitoria-Gasteiz,Random Forest,0.01544957913336267,0.021529114782041867,5.417589570885284,0.4
16,Donostia/San Sebastian,N-BEATS v2,0.014652821279473866,0.01974589368399464,3.7471877623143577,5.2
16,Donostia/San Sebastian,LSTM v2,0.020733644206656413,0.027794447912834606,5.251765827131953,5.2
16,Donostia/San Sebastian,Ridge,0.014528022192011193,0.020020982931630803,3.7292627642195675,0.0
16,Donostia/San Sebastian,Random Forest,0.01280670907530338,0.018880823737677147,3.261491491425841,0.3
16,Pamplona/Iruna,N-BEATS v2,0.01802276873179103,0.02396685698077458,5.1241393476771036,3.2
16,Pamplona/Iruna,LSTM v2,0.021311939819439837,0.0275627512182892,5.957704486206887,7.7
16,Pamplona/Iruna,Ridge,0.0167016341489012,0.02214937750220903,4.713310160353887,0.0
16,Pamplona/Iruna,Random Forest,0.016491176567453823,0.02273988481298566,4.677443564815432,0.3
