user,seasonal_strength_weekly
0001b3b2f18c01c62ed9b2a87de7b4e33e7836f786f7904471d8866978405c1b,0.46326856203446387
0004150214d14a2b2e6f7075531e661cf465b27ec4d0d53573866df2c97b8313,0.9014334719117669
000721f0fc6ccf02ae24b67393979513171f2abc119af07a7abed20ca303b665,0.42457383352607236
0009b156f2a1213a137c150f4787150384938eac15cc2044a10c797d98667a91,0.5915344056709804
000da4922a91b9895f9f871225d8e3b9a1bbd51c3a29100b14864b75f0188534,0.2768049850033556
001be27fc1f3e2daa58919a9de02e9e1b4a2ffb0fc8ebe2acb747f52a30acf32,0.4937999433075494
0023b15da6626445e077a553801554466ecd28f66c575ae316f910ac15dec227,0.7930878946292622
002da62dc54b7a789473182feddfad7c185a94608196e9169bf61a17a90e6915,0.4629385092665552
00360f8639d63be18f35bf7181f155f69bf176003b5ee3916ea427c508085a35,0.44440308488263236
00489151865c9806ea977413603cc72b8bc27ff57350e878fcbedcb4d69317b1,0.338574681875459
004a149b06c038586f30361ac6f16adb2ee32aee5f80784a4bda6a257814a9a4,0.41380411891042135
0050b980111bad9422575db977d18199b5426cfa491073e4be3efa1acb1aa136,0.37158007242263913
0051177c9c0ec5ba203990395f5e785e9e913321576aed98d30b9ccab17d5823,0.5351534583505322
0052816ff7fcdf2a35953c34f9f2ea4c127623533e3274ce46bf0a7c3956f1ac,0.34772483569248813
005932ecd8e0888863372c2ca998801ea6a7f2fef1e9dde0035d5c68c92bc145,0.47911234972720473
005b44a54261c2606e2c5c9a1e8ff47c933f023d59cb171c0df08cea878403bf,0.387946733201175
005e34f194141e43c7d90738e0d76a38f074f5afb8daf2540023f38851a85ac2,0.4224111389709644
0062c8d5ca7dfed574aab968f665978a9cb770a0d8f325cdfc741d3cd6f60cb1,0.46896986413276875
00688d15088ce2e0fcb251e2cad627a0b1bd2f2d5c462c9fb28cd22449cbc8db,0.4197538886930686
00740539bc141a16321919f2a16b6c364a38047b84bb982cf9165dc604fab931,0.4512505395175489
008189c1cb058a65a847a3e917fb77cff50abc30486b6e330131a09ce1a1a80f,0.616570547447544
008991fb296b8cd6a34324ef4e67b8d5244048a602418cc9c7e7982660d34a11,0.6006292074939911
0093f0f5f552471964e924c74d2d163fc47842fd5ac7d6519bc1ef705e478017,0.6188148162002021
00983b85e8be33dbe113890de6f1e1566d7fa82a3562a7cc986e4075d3287a39,0.4894652223837743
00991127eac61693a824e0eb0ccda185348907f621a1079d6e55e79292234ffe,0.9799556354249472
009d5a80c53ac2b2da3ba7419dacf6e22de58c96ce67f8ad3646f16340f1bff1,0.44066544451316847
00a1614dc0e671ec0ee50aa63f15a9018417717d3e000e2757966dadc0ae1f9c,0.5361255822822266
00a3e40e4b2e270f037660791016399b73ca116df989ea7fa640b9097247d2bb,0.4104338278442371
00ace226e25ab036833cf6d4546aff0e9e7f47514af0c7804a5b04cb27e0f940,0.5912058962784312
00afe36f1b78e683be4ca713b50860920a18a1f0df2a6bf3a126d6f412abdce8,0.3318641491419555
00b1b22bceeb8b1bc4f837ac1a0a3df3078728d284e39d596c59b8150b9d5c16,0.4490829465837467
00b1bbe1d82e9e1b5d4a1ae1dacd3ffa0e9191de495167f9bcf08e7003f77d15,0.6009161051852431
00b4d78ec0b3335fca95369ec6a6d9e882c5ffaea59ea07ed31337a327f4ecca,0.46235435336524944
00b655f77a0bf8c12323560fa1cd609548ab10782e495b2c63b2c1c56c537305,0.5075147239935962
00c5991efb1af9629b7893e3e53a306ea2f8e9fec5f82e23a10fcabc718395e9,0.5978481530547157
00ce89cae9f1cbd055f58f14f5953f9eda89f1aa7cc92061f566377c101c8663,0.4411891097952393
00d37f24e699dbb982298a5d40c48cc47461c006e778f608b018898820944533,0.3896523411940773
00db2f868b1075624b10684c1bbade33552a0490b27e01d911d7f702f6ca463d,0.41631285131021367
00dcd8d903f75e1f22baa037a7a3ab0fd9bc883614a00ca930381704f7e5d31d,0.4175602170715198
00e344d941efbfcc1c77e1dd5001d095c2f65419ebc782e1405653a9ca7b235b,0.4488649110164784
00e344f971f3d9e4d59ee27b8877867d01b804271dda86cd1cbf657f8ef18f54,0.448834475052447
00f65dfea3154759e9d144ff1af16082da775db7c80f83ad4b8951d066722363,0.4264980277499152
00f7189c9ec7fbcbbe81afa96130bfdf48c785ae06be1191ceac99a88724d8ca,0.4966697226169938
01053a37402ef65396a772098fc253a9297f25ae54574f9009bdb9f3f37f5bdb,0.5457348547203271
01074cf47884dc6d89b1ac89fa8d6b653b864659426f3706e22268311dac3c83,0.3754775260425349
01121b575bfd5ed17ca6194198d37ec8cba324fb953598a9b167799df295c557,0.41252302053245793
011375df76f7dd9c6e3efd7db6d1d83c4742c8b9dd27c4b80bc21cc29491c784,0.5855735162143111
0114258568d7d465e28b4e58e7327141653185b16e0da0cfe7296421117b1fc3,0.5054844647791025
0119a1ba86a11a6b0e060d15ef6866f116d513d47cb551d0617bc3fc441236db,0.3735375277695745
011d9e64d113df6599990cee76348bf30e739cdd10049769cfdbd36d75c00fd5,0.5690399714917183
0134e581bd866a6e284656d3938c9d21db82290cc74c6ee69a0b9be607f08479,0.41834981638713176
013534f14bc222adf7625b2d118bc05185337f04885e688f9f11d71843042cc0,0.5823851046517241
014516e8d5cc934526d553cecdde999b7e8c9c42e48779bece9293d10e8b40e0,0.8875447061726962
0145a8c107889554878179f7a0ce452dcaffb5cf5428d7c8ea279082bbefd976,0.4985689133850294
015647991b19619d70279fbc9c5938c2ee653f376687ef34bf05a195b05c21ee,0.5863300467340955
0157ccc02bc7d96d5972685c6c1050a65495d813dede780282525e1cd66f1e63,0.48234095491668616
015efff33e90b5ea09c3d83ee38f10fa3422c7f6fc872399f8227895631a2aa4,0.7319631242820759
01624eb4da09be5bc8e171658bb2a269e4f800d956cf4a67fda174e7e664c595,0.5705966606736876
017300e2fd83090ac90bcd222edaaa7aa2822b2610166f2132c2ad97b9b92ab1,0.4940597476652777
01746e006a98e4645cc5befc286757dbcb33cb64e438f49b1b4a7919c970e3b0,0.5496932161333163
018691ce738b789921141c0a480a61dd2d44c1e4585e83a4c092a80a934ebe16,0.4255952103998153
018e50c6e1078b5cc2d18a94e4f540165d9fdd0195a04f8a199f978c4dc0d160,0.48820004693554975
018ece787233eff982a4115408054948afd730595016c9d0e3fdc74023cbc84d,0.9963442425539198
018fa8df0d78c310e1b156ebd22d869e72044207230ba2fb02613d5b816a8c24,0.4384690104134852
01962f8bcdff51f9b3aaa1fdd48685a3260aca67705740eca093614977455a1d,0.53279332141532
019b6608391aeaa6fb5acfca070bb09b2b1a6b8dcf8f76a31bc03ab41f47dcd2,0.5855175510761532
01a5c1e04b4a52f7e3bd6d8fa8d93ab30e792c522c6ef671199796e508417fc5,0.4303881035464021
01b4e499376cdfff491f7b98fff207e636353c5bec30a2f524d8c50ad87b7ffa,0.33007736709055335
01bd02079f838180643f6dbd1c5fd7e6f02c675fdd7814b2d4d855b3d36cc973,0.39359536192486877
01bf4569d5dbcc13a7995f9d3340576c4db03e101a6550510ecaa0fcb930a55a,0.3679756937992549
01c14e8c465eb4d4ef92f0b89a6528a223b01fe89f0d970e6385b6e882a12374,0.6414996221887779
01c7287cb243a5b74e8b8e9d3df25ff1946540b31395ee02f7aba6aacee8f188,0.3536296539914522
01d3e92b5c9e608888d9c0da7fec1947a22b6ad6f5c71d923be32eb7318d9b6c,0.35145751001817793
01d89747ca395407e9734cfb74db5e3288b833ced9917d3335f80fa28e378510,0.7519714843210825
01dc9b9706d71df193e526f77815671a520c8a8569abff96dfacc154b351527e,0.46550799386106445
01de53105bcf600603126eb8fc4bef87498300c18777ca61af3f092c7ad3a2db,0.47383570796105245
01debddb8273a1ceebdd07f0767e1de69d4f7bec9446205854f6e48c30474f18,0.4812622132926495
01e0c4ab5bbef2ae6348ff26dfd7315fd754d12b383befa9c0f540e010bc4b2f,0.4414750615193235
01ea5d52368c69ecb1495effd89e06db5985032b12c956f87d16e6e978f67e95,0.463376201437381
01ebe130edc1db204478f6b88f689668da4b87c43bab6e83b6cd64356e30113c,0.5551417148423384
