user,cluster_id,archetype_type,avg_fs,avg_log_kurtosis,avg_extreme_ratio,post_trend_slope
3b061721e32c803168368926c9917be44f0df66bbab21749ac211ffb25d949e1,1,B,0.4419,2.6015,0.027,-1.3e-05
3b0f22d35e4cc6cc6318b52115b83f46cf76ecd087c3f4c7d6cf14771b9fb44f,1,B,0.4811,3.093,0.0231,8e-06
3b132b6f97c43cd044aaf1d24cabf50a58fb98b2d54f2e79267c8a69fc199eac,1,B,0.3366,3.6536,0.0223,-8e-06
3b15279641c2653d68a10d55f56150515d24c7cfb910b2a5c89723ca352f97ae,2,C,0.3142,5.7183,0.0135,0.0
3b20eeff55b4f2c993004ba8a124b1586f31b82353970137c69b8fba982226df,1,B,0.4521,2.4505,0.0205,6e-06
3b28fed73601d077fc6e58a563ec40a3ceeb147ea97a2e9cfa7a46b3616bda2f,1,B,0.456,2.6626,0.0253,2e-06
3b2b22f04d2ae2e1735e2dc700014c5a9fd77c7c820f3ee4a4ece28f7aa51791,1,B,0.4114,2.9986,0.0265,-3e-06
3b2decc95e6179b84aee52d322f7e4f077a0dcb39403a1ad874c0ad11787dd22,1,B,0.4123,2.6335,0.022,-1e-06
3b349f04b712ab04e6a4bc96c84303420b3edea653f1bd22fdb4daeffa3ab4a6,0,A,0.6735,2.4055,0.0252,2e-05
3b4332193e66c1ca7a4827d7d6d0952a901d023246c5ccf46c537786399e8590,2,C,0.2667,7.0497,0.0069,-0.0
3b55fec6f41c1a99e2e3560d803678c346f8d9b1c5f4749c16a37c42123886b9,1,B,0.3643,2.1525,0.0205,5.9e-05
3b560f74563f2465cae868d3e2e6c1c0b779c2ba0be58a31560b9d529146862b,1,B,0.5357,2.82,0.0222,5e-06
3b56632055bff0c0f987e42afa0505d0415cb9db566cc85a8e6b856178fc0727,1,B,0.3998,2.5471,0.0205,-5e-06
3b5d679235a073f93ec68c6e57aeda8fbef8d9fe60c1c138f2d7be049aa28865,1,B,0.4725,3.3522,0.0171,0.0
3b6012c0ebe18d467a3b91ddf2b15bc7fdd9b171171b8c96fa7a31c6594fa795,1,B,0.4749,2.4017,0.0199,7e-06
3b62618d05133e98848bc459f8b86b30503b1dde1786f52341c3a96585e73420,1,B,0.4182,3.4621,0.0194,3e-06
3b69ff30f7e11a2a1a42cb141aaf3fb0278e2b789f81b52814c2e02ac1db9ef2,0,A,0.8736,4.4847,0.0195,6.9e-05
3b6a89e3eced4a9541b9ca570f0e07b6f2e6ad354e20a0550ff6356aaa837c9e,0,A,0.8252,2.3522,0.0202,4.1e-05
3b6b934dc9c26f50429710c186047be2a4d6cc1ff42df5c0385fb6b6ce572efe,1,B,0.4727,2.4973,0.0237,7e-06
3b6e61b43420434031c0391b52b7df42506e5c787b99cb8230379df290e81013,1,B,0.4173,3.5985,0.0207,-1e-06
3b7e8d443e2438bc2487700bc1a16db486c7dc777e9a050833a3679404777ea8,1,B,0.4397,2.5982,0.0218,1e-06
3b82d19089c44e42f559a6b3944548cf2862c782fd1c3d591290e6cc9c99878c,0,A,0.7413,2.7489,0.0149,7e-06
3b8aa59f4993cf9edda8c19654c62ea0d4327c703a6f2e400b8e37cc921db97f,1,B,0.496,2.2908,0.0215,5e-06
3b91c3b8833a7364c9d9fea45451bd2a8a97b728662a620d2c3ce0af924187c8,0,A,0.9877,3.1203,0.0294,1e-06
3b9216f68dd29ff0c89c37e6f41a7211c3795bf8b05033f6481816c3f828bedf,1,B,0.623,4.2864,0.0195,-7e-06
3b92d90bd8eb6568af38f389aebf8575bf6de9e99efcf595c35053b55ac151d1,1,B,0.3547,3.5409,0.0241,1.6e-05
3ba39a93e651985be4ae9fe7dbccdc7e99052fd9c7bc4d4e6cafd1792b8e23e3,1,B,0.4926,1.9676,0.0186,5.1e-05
3ba553ef8f35b4abe8553545671f532f814d04b99fff477fcfabc210d07c1125,2,C,0.3427,4.5802,0.0183,1e-06
3bac407f08bf3cb908d09e52994d27a9951041be5cd36e38cfa34c409e776849,1,B,0.5384,2.3549,0.0217,-1.2e-05
3bb08c8f7c1503f84f512bd21d8f62e8d6c30a70ae763f5e05b6e98ae381cbbd,1,B,0.4425,2.7779,0.0233,1.2e-05
3bba079c3b42bd06adf82b16f85d4d1e0474d3a8f16f37ee1363a021fcf1a0fc,1,B,0.4865,3.2727,0.0255,-1e-06
3bbc8bb2d8306d5c781b7be0c9ad1ed9579c032483da5e5dfb8e5833564ef335,1,B,0.4556,3.1651,0.0251,2e-06
3bbd7ac90db4964c15a2ea69458a66c55bcdd725cc51c489624d38f9fd888a5d,1,B,0.4616,2.6501,0.0237,1e-06
3bbe93b42681dc34b9f83bac1fe7a8c4c14f4a3269f77291e33be1bc6f02f4ff,1,B,0.4579,3.0428,0.0244,4e-06
3bbf6d98e337fc15f83c1cb5ce9a06e450c1f948f1af6f76c397e3592958b383,1,B,0.4987,2.78,0.0251,-2.3e-05
3bbf7d29d75d72f246a05b5acd6dfb442ad6d6c8512f6acff6e9a2748acd0797,1,B,0.3962,2.9046,0.0221,3e-06
3bc0bc6a12afe209843964a30fcd3e814cdbcf5b47c4b084ab3978543af071df,1,B,0.5868,3.0312,0.0253,-0.0
3bc366b47621e91b005950e845636b2baf4a83e01115450954147b64cd40fa6e,1,B,0.3804,3.4913,0.0231,-6e-06
3bc3e10c89ea8a41eefcbba8b6ee7f55c0ecea409632c94f09dfae629645696f,1,B,0.4352,3.027,0.026,1e-06
3bc90568a2706556b23fb28170b818e345f52659d7aa8579916c7edf0f6aac73,1,B,0.4899,2.5851,0.0245,1.2e-05
3bd8cd0506b37f2b579bd2405936f430628ddf36432a50649f8a63a9ee669af7,1,B,0.4241,4.0602,0.0232,-9e-06
3be8ab9558ccec83560dd9dee124c1b2020c527c2bcc773f02717cb3e073a388,1,B,0.5833,2.5535,0.0224,1.7e-05
3bf49a65c1d4c8cd1c48bc96e505c99ae718e4a36fd46b7afe9377bb508d5442,1,B,0.4541,3.2159,0.0242,9e-06
3bf7d2786ac5f75f8c40f6b390e0862e61124fb5e6ff295456a4abe78482f7db,1,B,0.3434,3.9012,0.0222,-1.9e-05
3c0452563ef59d037b8b46492dbae4dad18655c5c9f5862fabe888be2dd33c18,2,C,0.3881,4.2587,0.0197,-3e-06
3c280982db53b7ef0071339502727ab6dd54d454370cd6f2c790353e09fba52c,1,B,0.4379,2.7163,0.0232,0.0
3c385a1c5686c644de78741ace14cd10d9d30518b772f81fb72777e81d614349,1,B,0.4663,2.3937,0.0188,2e-06
3c420972a0e0da7ece9d4d4ff796e196345f41cf11bf502688628783d770e88a,0,A,0.7229,2.1714,0.0205,4.6e-05
3c46db8a48e53387cc1da10de48250d734480d4144f027e93f4446ed88fc7b4d,1,B,0.4266,2.5965,0.0255,-4e-06
3c5077879258aa9efb3f16dd2d721f89bd9da3f1e0bac44000d52d8f1b0dadf9,1,B,0.3609,2.8988,0.0204,6e-06
3c53d28fb1ef36859d6d8bf08b1987c75c2851ffddfa8fa34567c4a061c0ecd8,1,B,0.5407,2.9308,0.0267,-1.3e-05
3c65183f31963f9c570aa47aa41136ed2907ab28b999b961a4d19b2438397431,1,B,0.5598,2.7865,0.0246,7e-06
3c690d9a7fea8eed8124b44e973c03ebe3cf293a808bf0f436d0eb884b694ae9,1,B,0.5977,2.6878,0.0246,1.8e-05
3c6f351280b768dc5f0a8a299f1078fb6c8b2e805d51600a49b711a4700aad8e,1,B,0.4994,2.8934,0.0239,2e-06
3c747b8b4221b6b3823200e252b6bb6274930c8cf89b3266b4a533c2a2502343,1,B,0.4713,2.517,0.0223,-0.0
3c74a48297f21ea6fb48f5066a89d30384b89d8cce7078d9a934f15696754185,2,C,0.3201,5.7366,0.0131,-1e-06
3c7cfab7b62c3f91a43d7011b104e345b5c77b03b3cde33e875b0046909ca85a,1,B,0.5077,3.6254,0.0185,-1e-06
3c8a8ad6be8e6c7bf76fa28719e400e386df64df6dec4ff20bb2f6e83d7d3fa8,1,B,0.3397,3.5533,0.023,8e-06
3c8fa75ae014f617f78deddec7527cca136ed8a89c25f354a1e09906027c69cc,1,B,0.5372,2.7061,0.0263,4e-06
3c92c6f98f64305e394c300ec97d61f99ce11af62a1e39af7aaf5ab15a27a37d,1,B,0.4109,2.7187,0.022,6e-06
3c9389874eb04eea13902132d85bf718bad1f3ba33fbfa17563422745870038f,1,B,0.4057,2.5505,0.024,8.1e-05
3c951f6db7916aa5876d6d5cd9d55acf5f2a5a4f181585927b6512c4eca62444,1,B,0.4099,2.8743,0.0245,1e-06
3c9c3a0d408e590faf0f34fb429aba79a03ed9be3c42f60a35c20780ca477a42,0,A,0.5863,1.6551,0.0087,7.7e-05
3c9d2b1eac61d9c9624ef2428587c29d9adb1b7046e7ab8a3cd925c21d26e7a2,0,A,0.6978,2.9356,0.0276,1.6e-05
3ca983c197dfa14aa8a566f40c8f3d88b6d9120d29ae360aa7920a0980c038fa,1,B,0.4671,2.4151,0.0237,1.3e-05
3cb4b0cec313551d67712208f6a9e50a76e243fb5ca29fae8b4e0a5c6ca6d2b5,1,B,0.4623,2.9191,0.0251,2e-06
3cb67f6ab81814d097ff3abe53291b952173a38522849a8cbe1baa6fbfef9aca,1,B,0.5018,2.377,0.0192,4.2e-05
3cb6936e0ee1ca1563303c130cb76afc3fc55e98125367dd38625b025a9e59ae,0,A,0.9509,3.4928,0.0249,1e-06
3cb8020109d13b5e30ea372a221b9879fb747fe33ea2011f24584c8e3f43ab60,1,B,0.4839,2.8302,0.0249,1e-06
3cc2f9ff3876bafbfa7646627e7cc32b2bac3b6d04f9826a2b18897fae43afbc,1,B,0.4636,2.3467,0.0204,4e-06
3cc81b5ea9b685cee7cb4a56cdfd2e7b7aa382566095aea1216adba4fda4843d,1,B,0.478,2.9582,0.0223,-0.0
3ccdd66defea948d06ffd731f94cbf5f2ca551d6e9d7f32da1533f7c8b6a274b,1,B,0.5159,2.4456,0.0228,1.5e-05
3cd4b3284fcb3e2338d29393fa10dc15ab0626de78267e3d8da99fe490c31a3c,1,B,0.4978,2.3667,0.0202,6e-06
3ce4bb9285b608789351c4a374d24065d762e22aff9abce5e0f794f7b0942cce,0,A,0.8572,3.7836,0.0243,4e-05
3ce7a88bc91022138c600538e37c0182f3c753f1f661e0fb3d5d46a627401968,0,A,0.6291,3.1685,0.029,2.4e-05
3cf1d7449fdaabcfe39048f752ec108bc9211a5f36011bf6787f4df92c40384c,1,B,0.4982,2.2477,0.0197,1.9e-05
3d06b514f97750380ee7e0f4e25bbb1559d7a64fd14ccadad162a6ffeae86784,1,B,0.3837,3.1617,0.0231,2e-06
3d079e1f14242a1123481454bf79e386e3f56af1c2a427206547e87de2eb9931,1,B,0.4675,2.3636,0.0209,1e-05
3d0a3b35df11e32b24ac9f9a202a37c71eb85e856de2a568ff9e81b8b9c93d19,1,B,0.4274,2.6164,0.024,8e-06
3d0ccd76b81a71a98e49b5fbe61991feb0a3b42fcedd1ee558d34e956eb19153,1,B,0.498,2.3967,0.0194,-9e-06
3d0d08901b353b7fb05faae350042ff12a8b02d60a050a955b13c81fd644b836,1,B,0.4457,3.2584,0.023,-1e-06
3d23f966048d81d61203594d9811bb71a1581417bd721b19908a514e674d35da,1,B,0.5384,2.3153,0.0196,0.0
3d29f85d495b8d291abae9e368e54a5a3f7c41e28cdf57072df40327573f0631,1,B,0.6493,2.594,0.0255,-4.3e-05
3d2a7d899676d6dc6fe2970d1f342fef6fc86bbde2daac2e026714ff2247cb3e,0,A,0.7442,3.2323,0.0306,3.6e-05
3d2db7f087251b225679d6724da3398ac98b794a507ae346e7e43e3c92606179,0,A,0.7728,2.5312,0.0254,-0.0
3d2dfa9ea6f8f4152c25bb15f457439a8c8d893abd4948b42b5ec381e45116ac,1,B,0.3575,3.4674,0.0195,-2e-06
3d367c5a2d40942db7bd03a839b32f9e36a8e1fc30ca5e8c65d19785eb8af2cf,1,B,0.519,4.0012,0.0228,-1e-05
3d38cf1aef88c3e7b1c13ed1f83f70680b5a8c1e36cfef54824b3502cabdb076,1,B,0.5838,2.456,0.0202,3e-06
3d39543ed398b29e1f1967a17177ffea59b7ba42352fd977b4766a75cdcf289e,1,B,0.367,2.8489,0.0192,4e-06
3d4a61effb77b15bdea982e3e65fcba1393626b6df3c137c9938eb12f9a43c36,2,C,0.2667,6.1527,0.0081,-0.0
3d4ecc0702fe7c806c3150300dd62c0a859b71b6113201c2b191f7ebf6b66390,1,B,0.4491,2.5484,0.0224,1e-06
3d562e44798121b78b89f647df75be28d8b2b349374293d65ee4ada94a6b1e65,1,B,0.4087,2.6393,0.0222,5e-06
3d580d09b87c7bcd57e51c105af11e78b85f187436b4f1fe7fdacda50c9ae1dc,1,B,0.4864,2.5763,0.0205,-4e-06
3d5cc3bd32528b27ab87b74def8cb3b5e19c14054a674dc37af4c666189b9bb8,1,B,0.5729,3.0764,0.0242,5e-06
3d611d5536313d128adad7746a6d6cdb3270b81eb24586a065ffc1a199e91ca0,1,B,0.4927,2.4119,0.0214,1e-06
3d6362671045c24b42f5e695b5f11e29d8d3088f0396517daa3040d5b47435c8,1,B,0.2901,2.7048,0.0144,3.1e-05
3d6aaab7524a2d755beb2d8ae9cbd60c99fc9fdc7a9b0237d88494d3dbd91513,0,A,0.8878,2.2389,0.0231,8.9e-05
3d86815b9d5144f84484d3c9475313d19d899e8cd6f217fdbc3e520c020b65a9,1,B,0.4543,3.0978,0.0236,2e-06
3d8a81b37addc79c3be6915ea31621544d59074eac6e23902ad95678f2e8f216,1,B,0.6662,3.2117,0.0263,-2.3e-05
3d9675cee4194df1bed1afee12c257af5fd2564b5271447fe02611beb8084671,1,B,0.3936,2.9637,0.0242,-3e-06
3d9fb12532538edaa26ae1ef2c3231d95b0e1c91b10a736d3c56b247a9b3c905,0,A,0.9848,3.1391,0.0275,6e-06
3da300c23d25b8fdbdc23e21068e47f813dec7ad5a9dbee221af5ab454b68647,1,B,0.4479,3.6166,0.0244,-3e-06
3db6a4dce1447b86ef122975943df91186828092bc9533b293133a2be9b7ea4c,1,B,0.4654,2.6503,0.0225,-0.0
3db90dac37b0e1ef469d45ba0ebd0dff2de7ac3c87ca4ab63e3e528c7e0dd6cf,1,B,0.5274,3.5682,0.0211,-7e-06
3dc3e635178c4891d8e02b2ab8845bb96ad08fe6c9258cf341b2ef005e2611b3,1,B,0.4386,2.9857,0.0231,-7e-06
3dc511a0ec9bca1a962b2d470c5a5cb8f9ece89892254a9701fac60d743d91c2,1,B,0.5098,2.3751,0.0209,-2e-06
3dd285b594e2a2b40754bc3e1a2273cc82a239ae41b11c28f77c689d4fdf16af,1,B,0.5202,2.0269,0.0177,2.4e-05
3ddac88428f438712dd5af63358840b48ec5d32226db45e82d0e4b783be20a6f,1,B,0.4063,3.1768,0.025,3e-06
3e0d3e3f7e68f966f6502d79d1ec4111223a42ddbf99874c884ab63270212b3a,0,A,0.6721,2.464,0.0227,4.5e-05
3e0eacaf63796a76ed497651ff3d203d6b18b14eebf77d1379122fc91e087cb4,1,B,0.3666,3.6509,0.0232,0.0
3e1280e3b569062ec61ba1106f530914a8f5d3408d2f55ecccb51fe1d97119c6,1,B,0.4833,2.6938,0.0227,4e-06
3e1945b6bcc9b59b807fc84f27c0f9b2409b368853bb74a580d2f23fc0205534,1,B,0.4737,2.5426,0.0256,8e-06
3e1dce5a11039033ac1e502953e7cd685b8d43bc74ec288fe5f93fec637dfd49,1,B,0.4673,2.9447,0.024,-2e-06
3e2099327a560c4c19abd471eee02b117f547250872989b131a03722fd227b73,1,B,0.5281,2.6455,0.0234,6e-06
3e238dce1b0097ce708e7f86365728e5498925aa2835e600d12ab642a2c40a39,0,A,0.7632,3.1634,0.0259,-2.8e-05
3e293fad66d43ef4d0d37bcd15b4f25d6c3d6f36885e4217538b815d5f6d1b26,1,B,0.4529,2.5712,0.0225,5e-06
3e2b70643e562679fc0c37641424a96d5c959134c0637e084be4bf1a1cb35506,1,B,0.3678,3.0262,0.0225,2e-06
3e2c695efcea8f3d5f4e2069469e16c41cf74b29955b7a3c8edd7a8c8a919c84,2,C,0.4801,3.7215,0.0164,-0.0
3e3a463b86203d1759e8822cd04cbf27a07013fca0fbb70cfcf5fe23b40d96e2,2,C,0.276,6.2751,0.0102,0.0
3e49abe5ae763f96ea5cf56d17b43f15c59ce624a17617e10d761b23aa54c983,2,C,0.5036,4.6421,0.018,-1e-06
3e4e118e17f12e449d45e75d9cd6af4c69f54161616ed8f39311c75b2f7a2a55,1,B,0.3832,3.7647,0.0201,1e-06
3e508267f5874d44c65a68888a5aedf735bc1c1210036c7fd91efa857b064349,1,B,0.5304,3.9932,0.0226,3e-06
3e5b3c5d1da4b16866faf155c56f4c7971055b469b75dd30125ab2a18ee389cc,1,B,0.4601,2.8028,0.0225,3e-06
3e60245ae3035cce859df10b81877df27204b77bd5d3627dd6d0760a5128b9c7,1,B,0.4426,2.7251,0.037,7e-06
3e6c3919f25e732c6d0859941f1668ddfcab0eae84f3a5b37562c6e5504e5810,1,B,0.38,3.8235,0.021,-0.0
3e6f2a9e6e0fac7f5e61fb6831739e45d6c49a98093a33f73782e85e64660299,1,B,0.4602,3.7197,0.0193,-3e-06
3e7039294d79f65d99b405c07742b54700e422c33d56a1bc1bbfce9cd8703cf4,1,B,0.5126,3.2339,0.0225,-0.0
3e7b87998b26679edcef1dc1bbdc3743d77ce3c7ba2d591c84087e3d9206396f,1,B,0.5418,2.3583,0.0195,2e-06
3e7baf5d098aa484d558d30be71b21aca6c1501c2af5e76180abc7d099d41118,1,B,0.3884,2.7631,0.0245,1.6e-05
3e8217236003d4174c3e68d64a90000d38c0b3415a9e6d3ee6df71f5d8933fe4,1,B,0.5016,3.2049,0.0241,-9e-06
3e8c442674861ebc7242a59577e44cf16f600e2bd92a44e027eb8ca83af164a6,1,B,0.4543,3.3365,0.0286,-3e-06
3e8ee1933fcfbffb0ae93fc8f5012a3f989542b18869224144266e55cf0beaa6,1,B,0.4882,2.8542,0.0253,1.3e-05
3e947f0636a6f5066a0af139b9a9a3e9b8e9887a7c6dfd7521ed0fb744c828de,1,B,0.5042,3.1242,0.0294,4.9e-05
3e9483659c192fd62b8d220216b6d8f4895167131a15785cf2eb1931843a5370,1,B,0.4933,3.3121,0.0187,-0.0
3e955612605c8e08c3da1e85ed816542a86c69f8473f5e923aed20a981af6597,1,B,0.4538,2.6036,0.0229,3e-06
3e95e83acefd5c43f0df4428303b28ee476c4ab535e5906f617f6fc838e445b3,1,B,0.4657,2.7018,0.0235,7e-06
3e9a8a919363dc1a574d46d2561756f58c0f501ccc8100975b781efca9479e99,0,A,0.8042,2.667,0.0176,-3e-06
3ea90854df1cf5fc64ff488e9835f67d76643e6fa65885f3cc82dc95c776204a,1,B,0.4614,2.3989,0.0213,1.1e-05
3ebb4512c07f854de152d863f1b8bf359691aa0bab2dc409bd3d3ba696fa940b,2,C,0.4104,4.283,0.0191,1.6e-05
3ec169322f352247cbdbd2f73cd0c81d01996c334b6ecd20b0aeb7a6a2367789,1,B,0.5094,2.6076,0.0229,-8e-06
3ec1c6e711c33227bd426072c89c84ad251ba609cf457d6c41ce3c4de33c2e9b,2,C,0.3936,3.9135,0.0134,-1e-06
3ec2bda40b95ee81046cf1217124084d76da19658277ec453edd56499ccf4070,1,B,0.4146,2.4281,0.0204,9e-06
3ecff3f78384603508f2ea313431be076333a7a7e14355b0da32327d1b91c410,0,A,0.7783,2.0944,0.0196,3.1e-05
3ee0a3501d4c0810031ad4008b19c5a8c998b2bcbaafebe7c7311263a163fe3f,1,B,0.3821,2.8153,0.024,-5e-06
3ee8369435261b167ccbfcef980497f07d0c40f6dfa04dd0576adad7cf5ec735,1,B,0.4761,2.7018,0.0282,1.4e-05
3eeb7ede7fb75d171ac6c614bac2462c51e1df4a1a4d8af4a287aa59032c27a6,1,B,0.6266,2.016,0.0165,1e-06
3ef3636387941827a702fc06f7f2881731f25f9e112ec71ea7bc40e070f22058,1,B,0.4926,3.0043,0.0228,-0.0
3ef866901acbba53768db99d238ad7ab3b7e03308e74b4c008ce7412fb733f71,1,B,0.5318,2.7696,0.0239,-1.9e-05
3efb3281e8b1acfb6e70ee197b3f4570ba1aa885dd96e404f78e36bae9f2200e,2,C,0.2701,3.7697,0.007,-1.2e-05
3f01b10836375484aa652e22b27580b990b9f4b80e4c2aa187c87fdca4af9cde,1,B,0.3858,3.0357,0.0264,3e-06
3f0739df6bbef23cda23cea16800daa37f75de33ee16760b63c76e5cefe8cc4b,1,B,0.4173,3.4578,0.0247,3e-06
3f0d857a3af9e1ae6b5c818f156f66f2a0cc866179bdacc87dc3af92c1e52d50,1,B,0.4533,2.477,0.0229,-1.2e-05
3f0ea7a6e072b773a88a92aed337871d7bd87684e6959caae7b07ecb1243bd9f,1,B,0.4192,3.2579,0.0207,4e-06
3f19254fcf87b5cb0317a8c64e4e98848257d5f3024267afe683b7e6d21208e8,1,B,0.5236,2.6632,0.0214,6e-06
3f1a306fc70df9466e6dad7fb2df3173d22de274a131de1656f3f0208f87e181,2,C,0.5565,4.2865,0.0107,-1e-06
3f1cf438f2648171c9e3e2e54d8c82442cc38f60ff39466ea240e4afc36156e0,1,B,0.4776,4.0247,0.0218,2e-06
3f1ea85ca6141b22a909745ebe3f5194fa37a993fda0bfef929de5ef703d84f3,1,B,0.4195,3.3438,0.0253,-8e-06
3f23c3bc40fd59afa717de08e034a2e843710f34f259c37f2fede90bd7af4eca,1,B,0.4429,3.0928,0.0241,1e-06
3f24e2a51f929ff7918e145212b11b7c15470e2aa56c4cfb40b0dbb330c8fa69,1,B,0.5379,2.5459,0.0228,5e-06
3f2cd481e6f469b3aa42809b96f5ecd33660f6fc335f2ee5f08c05f3b8278a3e,1,B,0.3966,3.2865,0.0265,3e-06
3f33f682b8053a9bb3e1aa7881bb6ba1a4b3a1c57e716f57374b379414b0b97e,1,B,0.4328,2.693,0.0242,7e-06
3f345ff43655ccbb4ba2943a26d552c8f7e27b8629433026bfad1d3aa0f5933c,1,B,0.5162,3.0971,0.027,8e-06
3f43ff37c81b5f807dcae9857c9d8c7e0a40afea81fb9d4db33e401b06a0c2d9,1,B,0.4601,2.9302,0.019,-8e-06
3f4d9ae802fadc6d75d5c71486dcbeba22bf5798b6cf0b60a9ebff8971e81c63,1,B,0.5206,2.1059,0.0194,1.5e-05
3f544646bec9cf4bba901ec24996d3d248f83ce493b784bdabb391880817ec75,0,A,0.7121,2.5146,0.0284,4.2e-05
3f700dd9194d0f4d5e90e2de39bf7ea4601c90d63acc899163c42ae508aedb7c,1,B,0.4868,3.4348,0.0224,-2.9e-05
3f753f706cfb3427beacb14928b036c43c5f1b9d6f1be42c8d5c557ff5d9c47a,1,B,0.4381,3.1235,0.0255,-1e-06
3f7af59632ff8769f943f9a77b87cf377703768b66ce4fce83467125f44fa0f0,1,B,0.5769,2.4072,0.0232,1.1e-05
3f889a23f54adc8f9236a5cf0bf703d1082f519bcb0bb8af242da52b3e5aced3,1,B,0.4382,2.5789,0.025,-1e-06
3f88abdb2327bd0560def6e508d47060e27179247775c0eebbc93573309052a2,1,B,0.4708,2.1507,0.0166,-0.0
3f8d40b02a6c9d785e8b57be746ee8b505bbdc8acf808575aefeee82c9dc2883,1,B,0.4308,2.7922,0.0238,-1e-06
3f93d4a9e4c74b4f02851eaca665e44e16523db6845f1b0a4ddf2c4c71ba9d90,2,C,0.4421,5.1669,0.0065,-0.0
3f9d38cb9d854e5238812aaebf6704ad0a2738c81722039cf9032723b04cdbe2,1,B,0.539,2.969,0.0264,2.1e-05
3fa80ac5245e8a29ae865c7ec397e5462c6bda812509b4d95a966ad9fe7ba8eb,1,B,0.4074,2.8331,0.0255,4e-06
3fb31432b61999a4eb293aaae353ddfbcc824a95a37e8bfbda077a47d9ddb80d,1,B,0.4604,2.3023,0.0219,6e-06
3fbabda30bb3e3303967b727b8f144d755c623251b08c87df587d598b170e4a7,1,B,0.4295,4.0552,0.0267,1e-06
3fc58346fe6cdaa33731cdc3384671c52ab36e33da629a1eaacc23d6be3a96fa,1,B,0.3832,3.0013,0.021,4e-06
3fc6172035fe394d4537ce6355c3a686a81f33217dc7fa43f724cd2ccf52619d,1,B,0.3123,2.9249,0.0209,3.3e-05
3fe4019af4c5e40e7c1ceef4748ac2b483a9924b422bb9cd34e4ea1e31ea8a59,1,B,0.5673,2.6617,0.0232,-1.5e-05
3fe7042c08847823c1cf319c1c4b958f7985f27a7fc7a18d8868bb91d6f0d582,1,B,0.5469,3.2745,0.0153,-6e-06
3fea3e99329b9a19f2a146157cb86f30754c740dc27d52f485fa3ae9e01924a4,1,B,0.4081,3.5939,0.0229,1e-06
400e1711d9b8641dede747b69d408ec7fdf3127eeb6564f1f5fe31d1115a6f85,1,B,0.3783,2.6453,0.025,-1.2e-05
40101873d9704651f127bafe6d77825ed1b8303e9645f2399f960cb07ac3ccde,0,A,0.75,2.708,0.0276,1.1e-05
4027d9365735863c154e87b52cc50841a89573b9f9f1e22272ea049c6e13ec91,1,B,0.381,2.0649,0.0137,-2e-05
4039420c223b1e02d8e4abef467fb590b5b6bfa8e87cd8cc06e42bd2e7bf46fd,1,B,0.4443,2.7652,0.0239,1e-06
403b8e7a73f4ddfeb27c545708d2daa07e40ff09a8d6dd1a8487f5041451a9dc,1,B,0.487,3.1731,0.0241,2e-06
403ebc07f7112e38ce440d0b63ca4876d8b51f4a70f8c950f93b2baefd9ca8dc,0,A,0.6331,2.6316,0.0313,3.8e-05
4049ac94ee23ff0e3bd79f95543105b4992718adc0db305c0e4b0c7bd5201c51,1,B,0.4643,2.4877,0.025,-1.1e-05
404b2c4e579168d95571c69d6daf7d6ad70e70cf1aa443d8b9ff87caa2a71527,1,B,0.5816,2.3957,0.0202,4e-06
405dc1f099f437ed53c1678ddcd1eb70eeafda4ff3ccb58852032c4e3e6e5d14,1,B,0.537,2.3099,0.0198,7e-06
4065de9010ec27d086593ab41d7d56b327d5e253549fe19c7ddf3e7f2174a627,1,B,0.4325,1.9371,0.0133,-4e-06
4067990e3ceb01b96477392be7737026d14a7bb0cd991e454bb0e0ebc856e6ce,0,A,0.7995,2.5393,0.0292,5.9e-05
406e6739983960685843815746f130a2d7c0a669436a0e7a106512e4e087494c,1,B,0.5109,3.7118,0.0222,-1e-06
406ed8e1e0ce71638f73b77b6969aaebbbe654cd358ac3100c8e7d7848b821c5,1,B,0.4939,3.8458,0.021,-3e-06
40711c5748c1c6e6e39b415234f6c4ad96143854703cb0f53a95673aee8050c1,1,B,0.4052,3.5553,0.0247,1e-06
40740b3e04da73e6df057743a5aecd789119e60cd801d6ecd37c7e49f85f5a7f,1,B,0.4607,2.4464,0.0213,7e-06
40757df4c86c8ac28b49fcb8be8600f2b01e32283a989e12368c95bbe7ea90e2,1,B,0.5518,2.7328,0.0269,1e-06
40845f25292591a29a09c978b7310e9b9991303f874fb03f045a90da79faf45c,1,B,0.3798,3.1927,0.0259,-0.0
40888a5a255c83d9d86525500f73552f591d074343f43b376ee17d22c9d3b9a1,0,A,0.8641,3.2508,0.0229,-1.3e-05
4089c0e8eebc312ebb9d37c11320cad0c7f3eb999a8da6bc029bd73e743580f5,1,B,0.4438,3.1979,0.0238,-1.4e-05
408bd879527407954f529c1df391ead6992f93df28743582c03e50709a9a925a,1,B,0.4764,2.5819,0.0224,5e-06
408dc29a6b3e85da1e05883d53d1c4443aaebf5dc207900af1b371c0a25717c5,1,B,0.4331,1.8358,0.0122,5.2e-05
409744279c32f4ff2d5e9137a484cbb234048a5326e30072db44ae30d2cb31a7,1,B,0.395,2.6563,0.0236,6e-06
4099069b00ed97bd8138ae9bf5d3a5b7f5afe2e577baacd6a9e6fd6a43251f83,1,B,0.3963,3.5579,0.0239,3e-06
